date,TFX,TFX_EPS,PE Ratio
1994-06-22,17.19,,
1994-06-23,17.31,,
1994-06-24,16.94,,
1994-06-27,16.69,,
1994-06-28,16.63,,
1994-06-29,16.38,,
1994-06-30,16.31,,
1994-07-01,16.5,,
1994-07-05,16.25,,
1994-07-06,16.31,,
1994-07-07,16.75,,
1994-07-08,16.81,,
1994-07-11,17.13,,
1994-07-12,17.25,,
1994-07-13,17.0,,
1994-07-14,17.0,,
1994-07-15,17.31,,
1994-07-18,17.38,,
1994-07-19,17.88,,
1994-07-20,18.06,,
1994-07-21,17.88,,
1994-07-22,17.69,,
1994-07-25,17.88,,
1994-07-26,17.94,,
1994-07-27,18.0,,
1994-07-28,18.25,,
1994-07-29,18.5,,
1994-08-01,18.56,,
1994-08-02,18.5,,
1994-08-03,18.5,,
1994-08-04,18.38,,
1994-08-05,18.0,,
1994-08-08,18.06,,
1994-08-09,18.13,,
1994-08-10,18.19,,
1994-08-11,18.19,,
1994-08-12,17.81,,
1994-08-15,17.81,,
1994-08-16,17.94,,
1994-08-17,18.13,,
1994-08-18,18.31,,
1994-08-19,18.38,,
1994-08-22,18.25,,
1994-08-23,18.19,,
1994-08-24,18.0,,
1994-08-25,18.25,,
1994-08-26,18.44,,
1994-08-29,18.63,,
1994-08-30,18.75,,
1994-08-31,19.38,,
1994-09-01,19.38,,
1994-09-02,19.0,,
1994-09-06,19.0,,
1994-09-07,18.88,,
1994-09-08,18.81,,
1994-09-09,18.75,,
1994-09-12,18.63,,
1994-09-13,18.5,,
1994-09-14,18.63,,
1994-09-15,19.44,,
1994-09-16,19.0,,
1994-09-19,18.75,,
1994-09-20,18.69,,
1994-09-21,18.38,,
1994-09-22,18.38,,
1994-09-23,18.5,,
1994-09-26,18.0,,
1994-09-27,17.88,,
1994-09-28,17.63,,
1994-09-29,17.75,,
1994-09-30,17.88,,
1994-10-03,17.94,,
1994-10-04,18.06,,
1994-10-05,17.94,,
1994-10-06,17.88,,
1994-10-07,18.06,,
1994-10-10,18.38,,
1994-10-11,18.75,,
1994-10-12,19.0,,
1994-10-13,18.81,,
1994-10-14,18.56,,
1994-10-17,18.75,,
1994-10-18,18.88,,
1994-10-19,18.88,,
1994-10-20,19.0,,
1994-10-21,18.88,,
1994-10-24,18.81,,
1994-10-25,18.5,,
1994-10-26,18.44,,
1994-10-27,18.44,,
1994-10-28,19.06,,
1994-10-31,19.38,,
1994-11-01,19.25,,
1994-11-02,19.31,,
1994-11-03,19.94,,
1994-11-04,19.06,,
1994-11-07,19.06,,
1994-11-08,19.13,,
1994-11-09,18.88,,
1994-11-10,18.56,,
1994-11-11,18.31,,
1994-11-14,18.31,,
1994-11-15,18.38,,
1994-11-16,18.31,,
1994-11-17,18.38,,
1994-11-18,18.5,,
1994-11-21,18.69,,
1994-11-22,18.13,,
1994-11-23,17.56,,
1994-11-25,17.56,,
1994-11-28,17.63,,
1994-11-29,17.81,,
1994-11-30,17.81,,
1994-12-01,17.63,,
1994-12-02,17.63,,
1994-12-05,17.38,,
1994-12-06,17.13,,
1994-12-07,16.88,,
1994-12-08,16.44,,
1994-12-09,16.38,,
1994-12-12,16.5,,
1994-12-13,16.5,,
1994-12-14,16.69,,
1994-12-15,16.44,,
1994-12-16,16.63,,
1994-12-19,16.94,,
1994-12-20,17.38,,
1994-12-21,17.56,,
1994-12-22,17.56,,
1994-12-23,17.63,,
1994-12-27,17.75,,
1994-12-28,17.69,,
1994-12-29,17.63,,
1994-12-30,17.75,,
1995-01-03,17.44,,
1995-01-04,17.63,,
1995-01-05,17.5,,
1995-01-06,17.31,,
1995-01-09,17.44,,
1995-01-10,17.56,,
1995-01-11,17.5,,
1995-01-12,17.5,,
1995-01-13,17.5,,
1995-01-16,17.5,,
1995-01-17,17.56,,
1995-01-18,17.63,,
1995-01-19,17.56,,
1995-01-20,17.5,,
1995-01-23,17.5,,
1995-01-24,17.5,,
1995-01-25,17.31,,
1995-01-26,17.31,,
1995-01-27,17.38,,
1995-01-30,17.31,,
1995-01-31,17.38,,
1995-02-01,17.19,,
1995-02-02,17.38,,
1995-02-03,17.5,,
1995-02-06,17.5,,
1995-02-07,17.38,,
1995-02-08,17.5,,
1995-02-09,17.44,,
1995-02-10,17.88,,
1995-02-13,18.19,,
1995-02-14,18.13,,
1995-02-15,17.94,,
1995-02-16,17.81,,
1995-02-17,17.88,,
1995-02-21,17.81,,
1995-02-22,18.0,,
1995-02-23,18.19,,
1995-02-24,18.19,,
1995-02-27,18.44,,
1995-02-28,18.56,,
1995-03-01,18.5,,
1995-03-02,18.56,,
1995-03-03,18.38,,
1995-03-06,18.63,,
1995-03-07,18.94,,
1995-03-08,18.88,,
1995-03-09,19.0,,
1995-03-10,19.25,,
1995-03-13,19.31,,
1995-03-14,19.38,,
1995-03-15,19.31,,
1995-03-16,19.38,,
1995-03-17,19.5,,
1995-03-20,19.63,,
1995-03-21,19.56,,
1995-03-22,19.5,,
1995-03-23,19.5,,
1995-03-24,19.69,,
1995-03-27,19.94,,
1995-03-28,20.13,,
1995-03-29,19.94,,
1995-03-30,20.0,,
1995-03-31,20.13,,
1995-04-03,20.0,,
1995-04-04,19.94,,
1995-04-05,20.06,,
1995-04-06,20.13,,
1995-04-07,20.06,,
1995-04-10,20.0,,
1995-04-11,20.13,,
1995-04-12,20.25,,
1995-04-13,21.06,,
1995-04-17,21.13,,
1995-04-18,21.25,,
1995-04-19,21.25,,
1995-04-20,21.31,,
1995-04-21,21.38,,
1995-04-24,21.19,,
1995-04-25,21.0,,
1995-04-26,21.06,,
1995-04-27,20.75,,
1995-04-28,20.69,,
1995-05-01,20.81,,
1995-05-02,20.69,,
1995-05-03,20.63,,
1995-05-04,20.63,,
1995-05-05,20.75,,
1995-05-08,20.75,,
1995-05-09,20.88,,
1995-05-10,20.81,,
1995-05-11,20.75,,
1995-05-12,20.75,,
1995-05-15,20.81,,
1995-05-16,20.88,,
1995-05-17,21.38,,
1995-05-18,21.31,,
1995-05-19,21.19,,
1995-05-22,20.5,,
1995-05-23,20.75,,
1995-05-24,20.75,,
1995-05-25,20.81,,
1995-05-26,20.88,,
1995-05-30,20.63,,
1995-05-31,20.69,,
1995-06-01,20.75,,
1995-06-02,20.69,,
1995-06-05,20.69,,
1995-06-06,20.69,,
1995-06-07,21.0,,
1995-06-08,21.13,,
1995-06-09,21.25,,
1995-06-12,21.81,,
1995-06-13,22.19,,
1995-06-14,22.88,,
1995-06-15,22.44,,
1995-06-16,22.0,,
1995-06-19,22.19,,
1995-06-20,22.44,,
1995-06-21,22.19,,
1995-06-22,22.25,,
1995-06-23,22.25,,
1995-06-26,22.19,,
1995-06-27,21.69,,
1995-06-28,21.63,,
1995-06-29,21.5,,
1995-06-30,21.5,,
1995-07-03,21.38,,
1995-07-05,21.06,,
1995-07-06,21.0,,
1995-07-07,22.06,,
1995-07-10,22.06,,
1995-07-11,22.69,,
1995-07-12,22.56,,
1995-07-13,22.81,,
1995-07-14,22.69,,
1995-07-17,22.0,,
1995-07-18,21.25,,
1995-07-19,20.88,,
1995-07-20,20.31,,
1995-07-21,20.25,,
1995-07-24,20.0,,
1995-07-25,20.06,,
1995-07-26,19.94,,
1995-07-27,20.0,,
1995-07-28,20.5,,
1995-07-31,20.63,,
1995-08-01,20.38,,
1995-08-02,20.5,,
1995-08-03,20.25,,
1995-08-04,20.13,,
1995-08-07,20.25,,
1995-08-08,20.19,,
1995-08-09,20.31,,
1995-08-10,20.44,,
1995-08-11,20.13,,
1995-08-14,20.25,,
1995-08-15,20.19,,
1995-08-16,20.0,,
1995-08-17,20.06,,
1995-08-18,19.44,,
1995-08-21,19.69,,
1995-08-22,19.69,,
1995-08-23,19.69,,
1995-08-24,20.19,,
1995-08-25,20.56,,
1995-08-28,20.56,,
1995-08-29,20.25,,
1995-08-30,20.19,,
1995-08-31,20.19,,
1995-09-01,20.31,,
1995-09-05,20.19,,
1995-09-06,20.38,,
1995-09-07,20.44,,
1995-09-08,20.56,,
1995-09-11,20.44,,
1995-09-12,20.25,,
1995-09-13,20.13,,
1995-09-14,20.06,,
1995-09-15,20.19,,
1995-09-18,20.25,,
1995-09-19,20.38,,
1995-09-20,20.25,,
1995-09-21,20.13,,
1995-09-22,20.25,,
1995-09-25,20.19,,
1995-09-26,20.19,,
1995-09-27,20.06,,
1995-09-28,20.06,,
1995-09-29,20.25,,
1995-10-02,20.0,,
1995-10-03,19.75,,
1995-10-04,19.81,,
1995-10-05,19.63,,
1995-10-06,19.5,,
1995-10-09,19.38,,
1995-10-10,19.19,,
1995-10-11,19.31,,
1995-10-12,20.25,,
1995-10-13,20.0,,
1995-10-16,20.06,,
1995-10-17,19.88,,
1995-10-18,19.81,,
1995-10-19,20.0,,
1995-10-20,20.06,,
1995-10-23,20.0,,
1995-10-24,20.25,,
1995-10-25,20.38,,
1995-10-26,20.56,,
1995-10-27,20.94,,
1995-10-30,20.81,,
1995-10-31,21.19,,
1995-11-01,21.44,,
1995-11-02,21.19,,
1995-11-03,20.75,,
1995-11-06,20.75,,
1995-11-07,20.81,,
1995-11-08,20.81,,
1995-11-09,21.06,,
1995-11-10,21.06,,
1995-11-13,21.0,,
1995-11-14,21.0,,
1995-11-15,21.06,,
1995-11-16,21.56,,
1995-11-17,21.56,,
1995-11-20,21.56,,
1995-11-21,21.75,,
1995-11-22,21.69,,
1995-11-24,21.63,,
1995-11-27,21.44,,
1995-11-28,21.75,,
1995-11-29,21.94,,
1995-11-30,22.13,,
1995-12-01,22.38,,
1995-12-04,22.13,,
1995-12-05,21.88,,
1995-12-06,21.88,,
1995-12-07,21.88,,
1995-12-08,21.75,,
1995-12-11,21.75,,
1995-12-12,21.25,,
1995-12-13,21.0,,
1995-12-14,20.63,,
1995-12-15,20.38,,
1995-12-18,19.81,,
1995-12-19,20.25,,
1995-12-20,20.13,,
1995-12-21,19.94,,
1995-12-22,20.19,,
1995-12-26,20.13,,
1995-12-27,20.0,,
1995-12-28,20.06,,
1995-12-29,20.5,,
1996-01-02,20.75,,
1996-01-03,20.69,,
1996-01-04,20.19,,
1996-01-05,20.25,,
1996-01-08,20.44,,
1996-01-09,20.06,,
1996-01-10,19.75,,
1996-01-11,19.69,,
1996-01-12,19.69,,
1996-01-15,19.63,,
1996-01-16,19.69,,
1996-01-17,19.5,,
1996-01-18,19.31,,
1996-01-19,19.13,,
1996-01-22,19.13,,
1996-01-23,19.13,,
1996-01-24,19.13,,
1996-01-25,19.56,,
1996-01-26,19.81,,
1996-01-29,20.13,,
1996-01-30,20.13,,
1996-01-31,20.13,,
1996-02-01,20.06,,
1996-02-02,19.94,,
1996-02-05,20.06,,
1996-02-06,20.19,,
1996-02-07,20.31,,
1996-02-08,20.38,,
1996-02-09,20.44,,
1996-02-12,20.5,,
1996-02-13,20.5,,
1996-02-14,20.5,,
1996-02-15,20.5,,
1996-02-16,20.63,,
1996-02-20,20.94,,
1996-02-21,21.38,,
1996-02-22,22.0,,
1996-02-23,21.75,,
1996-02-26,22.31,,
1996-02-27,22.38,,
1996-02-28,22.5,,
1996-02-29,22.25,,
1996-03-01,21.94,,
1996-03-04,22.88,,
1996-03-05,22.5,,
1996-03-06,22.56,,
1996-03-07,22.75,,
1996-03-08,22.31,,
1996-03-11,22.69,,
1996-03-12,22.63,,
1996-03-13,22.69,,
1996-03-14,22.63,,
1996-03-15,22.88,,
1996-03-18,23.0,,
1996-03-19,22.88,,
1996-03-20,22.56,,
1996-03-21,22.63,,
1996-03-22,22.56,,
1996-03-25,22.75,,
1996-03-26,23.0,,
1996-03-27,22.63,,
1996-03-28,22.38,,
1996-03-29,22.56,,
1996-04-01,22.69,,
1996-04-02,22.44,,
1996-04-03,22.31,,
1996-04-04,22.31,,
1996-04-08,21.94,,
1996-04-09,21.94,,
1996-04-10,22.0,,
1996-04-11,21.63,,
1996-04-12,21.56,,
1996-04-15,21.56,,
1996-04-16,21.5,,
1996-04-17,21.5,,
1996-04-18,21.44,,
1996-04-19,21.94,,
1996-04-22,22.94,,
1996-04-23,23.25,,
1996-04-24,23.44,,
1996-04-25,23.56,,
1996-04-26,23.75,,
1996-04-29,23.63,,
1996-04-30,23.19,,
1996-05-01,23.31,,
1996-05-02,22.88,,
1996-05-03,22.94,,
1996-05-06,22.88,,
1996-05-07,23.13,,
1996-05-08,23.06,,
1996-05-09,23.19,,
1996-05-10,23.0,,
1996-05-13,22.81,,
1996-05-14,22.81,,
1996-05-15,22.88,,
1996-05-16,23.31,,
1996-05-17,23.5,,
1996-05-20,23.5,,
1996-05-21,24.19,,
1996-05-22,23.81,,
1996-05-23,23.19,,
1996-05-24,23.5,,
1996-05-28,23.38,,
1996-05-29,23.0,,
1996-05-30,23.5,,
1996-05-31,23.06,,
1996-06-03,23.25,,
1996-06-04,23.19,,
1996-06-05,23.31,,
1996-06-06,23.06,,
1996-06-07,23.19,,
1996-06-10,23.13,,
1996-06-11,23.25,,
1996-06-12,23.56,,
1996-06-13,23.56,,
1996-06-14,23.69,,
1996-06-17,23.56,,
1996-06-18,23.56,,
1996-06-19,23.69,,
1996-06-20,23.75,,
1996-06-21,23.81,,
1996-06-24,23.56,,
1996-06-25,23.63,,
1996-06-26,23.56,,
1996-06-27,23.69,,
1996-06-28,23.88,,
1996-07-01,24.0,,
1996-07-02,24.06,,
1996-07-03,24.19,,
1996-07-05,23.88,,
1996-07-08,24.0,,
1996-07-09,24.25,,
1996-07-10,23.63,,
1996-07-11,23.38,,
1996-07-12,23.44,,
1996-07-15,22.88,,
1996-07-16,22.63,,
1996-07-17,23.25,,
1996-07-18,23.81,,
1996-07-19,23.69,,
1996-07-22,23.0,,
1996-07-23,22.75,,
1996-07-24,22.63,,
1996-07-25,22.25,,
1996-07-26,22.31,,
1996-07-29,22.31,,
1996-07-30,22.19,,
1996-07-31,22.13,,
1996-08-01,22.5,,
1996-08-02,22.75,,
1996-08-05,22.5,,
1996-08-06,22.75,,
1996-08-07,23.0,,
1996-08-08,23.0,,
1996-08-09,22.88,,
1996-08-12,22.94,,
1996-08-13,22.5,,
1996-08-14,22.44,,
1996-08-15,22.5,,
1996-08-16,22.5,,
1996-08-19,22.44,,
1996-08-20,22.88,,
1996-08-21,22.94,,
1996-08-22,22.81,,
1996-08-23,22.75,,
1996-08-26,22.81,,
1996-08-27,22.81,,
1996-08-28,23.0,,
1996-08-29,23.19,,
1996-08-30,23.0,,
1996-09-03,23.0,,
1996-09-04,23.06,,
1996-09-05,23.63,,
1996-09-06,23.88,,
1996-09-09,24.13,,
1996-09-10,24.75,,
1996-09-11,24.31,,
1996-09-12,24.5,,
1996-09-13,24.56,,
1996-09-16,24.88,,
1996-09-17,24.69,,
1996-09-18,24.5,,
1996-09-19,24.06,,
1996-09-20,24.44,,
1996-09-23,24.44,,
1996-09-24,24.5,,
1996-09-25,24.5,,
1996-09-26,24.69,,
1996-09-27,24.75,,
1996-09-30,24.81,,
1996-10-01,25.25,,
1996-10-02,25.31,,
1996-10-03,25.25,,
1996-10-04,25.19,,
1996-10-07,25.06,,
1996-10-08,25.31,,
1996-10-09,25.5,,
1996-10-10,25.75,,
1996-10-11,25.75,,
1996-10-14,25.69,,
1996-10-15,25.81,,
1996-10-16,24.44,,
1996-10-17,24.56,,
1996-10-18,24.63,,
1996-10-21,24.56,,
1996-10-22,24.44,,
1996-10-23,24.5,,
1996-10-24,24.63,,
1996-10-25,24.63,,
1996-10-28,24.56,,
1996-10-29,24.56,,
1996-10-30,24.56,,
1996-10-31,24.06,,
1996-11-01,23.63,,
1996-11-04,23.88,,
1996-11-05,24.19,,
1996-11-06,24.31,,
1996-11-07,24.25,,
1996-11-08,24.5,,
1996-11-11,24.44,,
1996-11-12,24.19,,
1996-11-13,24.25,,
1996-11-14,24.31,,
1996-11-15,24.38,,
1996-11-18,24.13,,
1996-11-19,24.25,,
1996-11-20,24.06,,
1996-11-21,24.0,,
1996-11-22,24.88,,
1996-11-25,24.88,,
1996-11-26,24.75,,
1996-11-27,24.75,,
1996-11-29,24.75,,
1996-12-02,24.56,,
1996-12-03,24.56,,
1996-12-04,24.75,,
1996-12-05,25.0,,
1996-12-06,24.88,,
1996-12-09,25.19,,
1996-12-10,25.31,,
1996-12-11,25.19,,
1996-12-12,25.31,,
1996-12-13,25.44,,
1996-12-16,25.25,,
1996-12-17,24.88,,
1996-12-18,25.13,,
1996-12-19,25.38,,
1996-12-20,25.63,,
1996-12-23,25.5,,
1996-12-24,25.56,,
1996-12-26,25.75,,
1996-12-27,26.0,,
1996-12-30,25.94,,
1996-12-31,26.06,,
1997-01-02,25.56,,
1997-01-03,25.69,,
1997-01-06,25.81,,
1997-01-07,25.94,,
1997-01-08,25.5,,
1997-01-09,25.88,,
1997-01-10,25.88,,
1997-01-13,25.88,,
1997-01-14,26.25,,
1997-01-15,26.25,,
1997-01-16,26.06,,
1997-01-17,25.56,,
1997-01-20,25.44,,
1997-01-21,25.31,,
1997-01-22,24.63,,
1997-01-23,24.31,,
1997-01-24,24.06,,
1997-01-27,23.81,,
1997-01-28,23.81,,
1997-01-29,23.81,,
1997-01-30,23.81,,
1997-01-31,23.63,,
1997-02-03,23.63,,
1997-02-04,23.56,,
1997-02-05,23.38,,
1997-02-06,23.56,,
1997-02-07,24.38,,
1997-02-10,23.75,,
1997-02-11,23.88,,
1997-02-12,23.94,,
1997-02-13,24.25,,
1997-02-14,24.44,,
1997-02-18,25.25,,
1997-02-19,25.75,,
1997-02-20,25.69,,
1997-02-21,25.88,,
1997-02-24,26.31,,
1997-02-25,26.38,,
1997-02-26,26.38,,
1997-02-27,26.31,,
1997-02-28,26.25,,
1997-03-03,25.94,,
1997-03-04,26.31,,
1997-03-05,26.31,,
1997-03-06,26.44,,
1997-03-07,26.69,,
1997-03-10,26.81,,
1997-03-11,26.81,,
1997-03-12,26.44,,
1997-03-13,26.0,,
1997-03-14,26.81,,
1997-03-17,26.63,,
1997-03-18,26.38,,
1997-03-19,26.44,,
1997-03-20,26.56,,
1997-03-21,26.38,,
1997-03-24,26.31,,
1997-03-25,26.56,,
1997-03-26,26.0,,
1997-03-27,26.13,,
1997-03-31,26.44,,
1997-04-01,26.31,,
1997-04-02,25.94,,
1997-04-03,25.94,,
1997-04-04,26.13,,
1997-04-07,26.5,,
1997-04-08,26.38,,
1997-04-09,26.31,,
1997-04-10,26.38,,
1997-04-11,26.31,,
1997-04-14,25.81,,
1997-04-15,26.13,,
1997-04-16,25.81,,
1997-04-17,26.88,,
1997-04-18,27.5,,
1997-04-21,27.38,,
1997-04-22,27.88,,
1997-04-23,27.63,,
1997-04-24,28.5,,
1997-04-25,28.63,,
1997-04-28,28.5,,
1997-04-29,28.75,,
1997-04-30,28.88,,
1997-05-01,29.31,,
1997-05-02,29.75,,
1997-05-05,29.63,,
1997-05-06,29.38,,
1997-05-07,28.88,,
1997-05-08,28.81,,
1997-05-09,29.19,,
1997-05-12,29.19,,
1997-05-13,29.25,,
1997-05-14,29.5,,
1997-05-15,29.13,,
1997-05-16,29.38,,
1997-05-19,29.44,,
1997-05-20,29.38,,
1997-05-21,29.75,,
1997-05-22,29.75,,
1997-05-23,30.25,,
1997-05-27,30.38,,
1997-05-28,30.31,,
1997-05-29,31.0,,
1997-05-30,30.81,,
1997-06-02,31.0,,
1997-06-03,31.0,,
1997-06-04,30.5,,
1997-06-05,31.06,,
1997-06-06,31.5,,
1997-06-09,31.5,,
1997-06-10,31.5,,
1997-06-11,32.13,,
1997-06-12,32.69,,
1997-06-13,33.13,,
1997-06-16,33.0,,
1997-06-17,32.75,,
1997-06-18,32.63,,
1997-06-19,33.0,,
1997-06-20,32.75,,
1997-06-23,32.5,,
1997-06-24,32.75,,
1997-06-25,32.44,,
1997-06-26,30.56,,
1997-06-27,32.19,,
1997-06-30,31.25,,
1997-07-01,32.19,,
1997-07-02,31.75,,
1997-07-03,31.75,,
1997-07-07,31.63,,
1997-07-08,30.88,,
1997-07-09,31.81,,
1997-07-10,31.44,,
1997-07-11,31.75,,
1997-07-14,32.75,,
1997-07-15,33.25,,
1997-07-16,34.0,,
1997-07-17,35.56,,
1997-07-18,34.13,,
1997-07-21,33.13,,
1997-07-22,33.94,,
1997-07-23,33.94,,
1997-07-24,35.0,,
1997-07-25,33.94,,
1997-07-28,33.94,,
1997-07-29,34.0,,
1997-07-30,33.94,,
1997-07-31,33.0,,
1997-08-01,33.0,,
1997-08-04,33.38,,
1997-08-05,33.19,,
1997-08-06,33.63,,
1997-08-07,34.38,,
1997-08-08,33.94,,
1997-08-11,33.31,,
1997-08-12,33.81,,
1997-08-13,33.94,,
1997-08-14,33.94,,
1997-08-15,33.0,,
1997-08-18,32.75,,
1997-08-19,32.31,,
1997-08-20,32.63,,
1997-08-21,32.44,,
1997-08-22,32.19,,
1997-08-25,31.69,,
1997-08-26,31.94,,
1997-08-27,31.88,,
1997-08-28,31.81,,
1997-08-29,31.69,,
1997-09-02,32.0,,
1997-09-03,31.69,,
1997-09-04,31.88,,
1997-09-05,31.94,,
1997-09-08,32.0,,
1997-09-09,31.81,,
1997-09-10,31.94,,
1997-09-11,31.56,,
1997-09-12,32.38,,
1997-09-15,32.25,,
1997-09-16,32.31,,
1997-09-17,32.44,,
1997-09-18,33.69,,
1997-09-19,34.31,,
1997-09-22,34.75,,
1997-09-23,34.88,,
1997-09-24,34.94,,
1997-09-25,34.75,,
1997-09-26,34.38,,
1997-09-29,34.06,,
1997-09-30,34.63,,
1997-10-01,35.06,,
1997-10-02,36.31,,
1997-10-03,35.69,,
1997-10-06,35.75,,
1997-10-07,37.13,,
1997-10-08,37.5,,
1997-10-09,37.63,,
1997-10-10,38.38,,
1997-10-13,37.75,,
1997-10-14,38.25,,
1997-10-15,38.69,,
1997-10-16,37.44,,
1997-10-17,36.44,,
1997-10-20,38.56,,
1997-10-21,37.88,,
1997-10-22,38.56,,
1997-10-23,38.19,,
1997-10-24,37.25,,
1997-10-27,35.44,,
1997-10-28,36.5,,
1997-10-29,36.38,,
1997-10-30,36.31,,
1997-10-31,37.25,,
1997-11-03,37.5,,
1997-11-04,36.94,,
1997-11-05,37.0,,
1997-11-06,36.75,,
1997-11-07,36.25,,
1997-11-10,36.75,,
1997-11-11,36.94,,
1997-11-12,36.63,,
1997-11-13,37.44,,
1997-11-14,38.56,,
1997-11-17,36.75,,
1997-11-18,36.38,,
1997-11-19,36.75,,
1997-11-20,37.5,,
1997-11-21,37.19,,
1997-11-24,37.19,,
1997-11-25,35.81,,
1997-11-26,37.81,,
1997-11-28,38.25,,
1997-12-01,39.13,,
1997-12-02,39.38,,
1997-12-03,38.88,,
1997-12-04,38.56,,
1997-12-05,39.25,,
1997-12-08,39.25,,
1997-12-09,38.63,,
1997-12-10,38.56,,
1997-12-11,38.25,,
1997-12-12,38.0,,
1997-12-15,38.63,,
1997-12-16,38.44,,
1997-12-17,38.75,,
1997-12-18,36.88,,
1997-12-19,35.75,,
1997-12-22,36.0,,
1997-12-23,36.38,,
1997-12-24,36.44,,
1997-12-26,36.63,,
1997-12-29,38.25,,
1997-12-30,38.06,,
1997-12-31,37.75,,
1998-01-02,37.06,,
1998-01-05,37.06,,
1998-01-06,37.19,,
1998-01-07,37.0,,
1998-01-08,36.19,,
1998-01-09,35.31,,
1998-01-12,35.75,,
1998-01-13,35.56,,
1998-01-14,35.56,,
1998-01-15,35.31,,
1998-01-16,35.63,,
1998-01-20,35.56,,
1998-01-21,35.63,,
1998-01-22,35.25,,
1998-01-23,35.13,,
1998-01-26,35.25,,
1998-01-27,35.0,,
1998-01-28,34.69,,
1998-01-29,36.13,,
1998-01-30,35.75,,
1998-02-02,37.06,,
1998-02-03,37.0,,
1998-02-04,36.75,,
1998-02-05,36.81,,
1998-02-06,36.94,,
1998-02-09,37.0,,
1998-02-10,38.06,,
1998-02-11,37.94,,
1998-02-12,37.94,,
1998-02-13,38.63,,
1998-02-17,39.75,,
1998-02-18,39.63,,
1998-02-19,39.94,,
1998-02-20,41.44,,
1998-02-23,40.88,,
1998-02-24,39.94,,
1998-02-25,41.0,,
1998-02-26,40.81,,
1998-02-27,40.56,,
1998-03-02,41.13,,
1998-03-03,41.25,,
1998-03-04,41.69,,
1998-03-05,41.56,,
1998-03-06,42.69,,
1998-03-09,42.0,,
1998-03-10,42.06,,
1998-03-11,42.44,,
1998-03-12,43.0,,
1998-03-13,42.19,,
1998-03-16,42.88,,
1998-03-17,43.19,,
1998-03-18,43.0,,
1998-03-19,43.13,,
1998-03-20,43.0,,
1998-03-23,42.56,,
1998-03-24,42.94,,
1998-03-25,42.5,,
1998-03-26,42.31,,
1998-03-27,41.88,,
1998-03-30,42.06,,
1998-03-31,42.0,,
1998-04-01,44.0,,
1998-04-02,45.19,,
1998-04-03,45.5,,
1998-04-06,45.31,,
1998-04-07,44.31,,
1998-04-08,44.13,,
1998-04-09,44.06,,
1998-04-13,44.5,,
1998-04-14,44.69,,
1998-04-15,44.44,,
1998-04-16,44.25,,
1998-04-17,45.0,,
1998-04-20,44.75,,
1998-04-21,44.0,,
1998-04-22,44.0,,
1998-04-23,43.38,,
1998-04-24,43.56,,
1998-04-27,41.94,,
1998-04-28,42.13,,
1998-04-29,43.31,,
1998-04-30,42.5,,
1998-05-01,42.81,,
1998-05-04,42.44,,
1998-05-05,41.56,,
1998-05-06,43.38,,
1998-05-07,42.5,,
1998-05-08,42.75,,
1998-05-11,43.13,,
1998-05-12,42.38,,
1998-05-13,42.0,,
1998-05-14,41.81,,
1998-05-15,41.75,,
1998-05-18,41.56,,
1998-05-19,42.0,,
1998-05-20,41.69,,
1998-05-21,41.75,,
1998-05-22,41.63,,
1998-05-26,40.94,,
1998-05-27,40.63,,
1998-05-28,40.81,,
1998-05-29,40.44,,
1998-06-01,40.75,,
1998-06-02,40.69,,
1998-06-03,40.38,,
1998-06-04,40.13,,
1998-06-05,40.75,,
1998-06-08,40.88,,
1998-06-09,40.69,,
1998-06-10,40.31,,
1998-06-11,39.44,,
1998-06-12,38.63,,
1998-06-15,37.19,,
1998-06-16,37.56,,
1998-06-17,39.38,,
1998-06-18,38.31,,
1998-06-19,38.69,,
1998-06-22,40.0,,
1998-06-23,39.13,,
1998-06-24,39.0,,
1998-06-25,39.0,,
1998-06-26,39.0,,
1998-06-29,38.88,,
1998-06-30,38.0,,
1998-07-01,39.0,,
1998-07-02,38.38,,
1998-07-06,38.88,,
1998-07-07,38.75,,
1998-07-08,39.0,,
1998-07-09,39.0,,
1998-07-10,39.25,,
1998-07-13,39.5,,
1998-07-14,40.13,,
1998-07-15,39.19,,
1998-07-16,41.13,,
1998-07-17,41.38,,
1998-07-20,41.25,,
1998-07-21,40.69,,
1998-07-22,39.63,,
1998-07-23,39.38,,
1998-07-24,38.5,,
1998-07-27,38.63,,
1998-07-28,38.25,,
1998-07-29,38.06,,
1998-07-30,38.0,,
1998-07-31,38.38,,
1998-08-03,37.94,,
1998-08-04,36.19,,
1998-08-05,35.88,,
1998-08-06,37.25,,
1998-08-07,37.75,,
1998-08-10,36.19,,
1998-08-11,35.88,,
1998-08-12,37.44,,
1998-08-13,37.25,,
1998-08-14,37.31,,
1998-08-17,36.81,,
1998-08-18,38.0,,
1998-08-19,36.44,,
1998-08-20,37.31,,
1998-08-21,36.5,,
1998-08-24,36.81,,
1998-08-25,35.88,,
1998-08-26,35.0,,
1998-08-27,34.0,,
1998-08-28,32.75,,
1998-08-31,31.5,,
1998-09-01,31.63,,
1998-09-02,31.81,,
1998-09-03,30.0,,
1998-09-04,30.19,,
1998-09-08,31.81,,
1998-09-09,31.38,,
1998-09-10,31.38,,
1998-09-11,32.31,,
1998-09-14,32.31,,
1998-09-15,32.25,,
1998-09-16,32.69,,
1998-09-17,32.31,,
1998-09-18,32.13,,
1998-09-21,31.06,,
1998-09-22,32.25,,
