date,IBM,IBM_EPS,PE Ratio
1978-05-02,16.63,,
1978-05-03,16.45,,
1978-05-04,16.29,,
1978-05-05,16.41,,
1978-05-08,16.23,,
1978-05-09,16.27,,
1978-05-10,16.23,,
1978-05-11,16.58,,
1978-05-12,16.41,,
1978-05-15,16.63,,
1978-05-16,16.7,,
1978-05-17,16.63,,
1978-05-18,16.53,,
1978-05-19,16.38,,
1978-05-22,16.67,,
1978-05-23,16.45,,
1978-05-24,16.41,,
1978-05-25,16.33,,
1978-05-26,16.3,,
1978-05-30,16.32,,
1978-05-31,16.14,,
1978-06-01,16.07,,
1978-06-02,16.3,,
1978-06-05,16.62,,
1978-06-06,16.63,,
1978-06-07,16.58,,
1978-06-08,16.75,,
1978-06-09,16.81,,
1978-06-12,16.74,,
1978-06-13,17.14,,
1978-06-14,16.95,,
1978-06-15,16.88,,
1978-06-16,16.64,,
1978-06-19,16.83,,
1978-06-20,16.62,,
1978-06-21,16.75,,
1978-06-22,16.65,,
1978-06-23,16.41,,
1978-06-26,16.14,,
1978-06-27,16.3,,
1978-06-28,16.36,,
1978-06-29,16.23,,
1978-06-30,16.08,,
1978-07-03,16.05,,
1978-07-05,16.13,,
1978-07-06,16.15,,
1978-07-07,16.28,,
1978-07-10,16.25,,
1978-07-11,16.17,,
1978-07-12,16.15,,
1978-07-13,16.21,,
1978-07-14,16.72,,
1978-07-17,16.63,,
1978-07-18,16.53,,
1978-07-19,16.86,,
1978-07-20,16.76,,
1978-07-21,16.89,,
1978-07-24,16.94,,
1978-07-25,17.06,,
1978-07-26,17.09,,
1978-07-27,17.27,,
1978-07-28,17.41,,
1978-07-31,17.56,,
1978-08-01,17.45,,
1978-08-02,18.31,,
1978-08-03,17.81,,
1978-08-04,18.03,,
1978-08-07,17.88,,
1978-08-08,18.11,,
1978-08-09,18.05,,
1978-08-10,17.97,,
1978-08-11,18.06,,
1978-08-14,18.04,,
1978-08-15,18.22,,
1978-08-16,18.55,,
1978-08-17,18.45,,
1978-08-18,18.36,,
1978-08-21,18.34,,
1978-08-22,18.53,,
1978-08-23,18.61,,
1978-08-24,18.56,,
1978-08-25,18.58,,
1978-08-28,18.44,,
1978-08-29,18.28,,
1978-08-30,18.31,,
1978-08-31,18.24,,
1978-09-01,18.34,,
1978-09-05,18.81,,
1978-09-06,18.75,,
1978-09-07,18.7,,
1978-09-08,19.03,,
1978-09-11,18.72,,
1978-09-12,18.8,,
1978-09-13,18.44,,
1978-09-14,18.34,,
1978-09-15,18.11,,
1978-09-18,18.06,,
1978-09-19,17.91,,
1978-09-20,17.78,,
1978-09-21,17.75,,
1978-09-22,17.75,,
1978-09-25,17.53,,
1978-09-26,17.56,,
1978-09-27,17.19,,
1978-09-28,17.31,,
1978-09-29,17.31,,
1978-10-02,17.53,,
1978-10-03,17.29,,
1978-10-04,17.63,,
1978-10-05,17.44,,
1978-10-06,17.42,,
1978-10-09,17.69,,
1978-10-10,17.58,,
1978-10-11,18.16,,
1978-10-12,17.94,,
1978-10-13,17.88,,
1978-10-16,17.44,,
1978-10-17,17.44,,
1978-10-18,17.48,,
1978-10-19,17.25,,
1978-10-20,17.32,,
1978-10-23,17.38,,
1978-10-24,17.19,,
1978-10-25,17.11,,
1978-10-26,17.04,,
1978-10-27,16.84,,
1978-10-30,17.06,,
1978-10-31,16.52,,
1978-11-01,17.26,,
1978-11-02,16.84,,
1978-11-03,16.78,,
1978-11-06,16.51,,
1978-11-07,16.39,,
1978-11-08,16.62,,
1978-11-09,16.48,,
1978-11-10,16.48,,
1978-11-13,16.23,,
1978-11-14,16.25,,
1978-11-15,16.16,,
1978-11-16,16.31,,
1978-11-17,16.31,,
1978-11-20,16.48,,
1978-11-21,16.5,,
1978-11-22,16.75,,
1978-11-24,16.84,,
1978-11-27,16.95,,
1978-11-28,16.74,,
1978-11-29,16.59,,
1978-11-30,16.84,,
1978-12-01,17.09,,
1978-12-04,17.11,,
1978-12-05,17.37,,
1978-12-06,17.38,,
1978-12-07,17.25,,
1978-12-08,17.14,,
1978-12-11,17.38,,
1978-12-12,17.25,,
1978-12-13,17.14,,
1978-12-14,17.14,,
1978-12-15,17.21,,
1978-12-18,16.88,,
1978-12-19,17.68,,
1978-12-20,17.77,,
1978-12-21,17.73,,
1978-12-22,18.44,,
1978-12-26,19.34,,
1978-12-27,18.91,,
1978-12-28,19.0,,
1978-12-29,18.66,,
1979-01-02,18.97,,
1979-01-03,19.16,,
1979-01-04,19.06,,
1979-01-05,19.13,,
1979-01-08,19.03,,
1979-01-09,19.13,,
1979-01-10,19.09,,
1979-01-11,19.47,,
1979-01-12,19.55,,
1979-01-15,19.72,,
1979-01-16,19.35,,
1979-01-17,19.39,,
1979-01-18,19.44,,
1979-01-19,19.16,,
1979-01-22,19.47,,
1979-01-23,19.45,,
1979-01-24,19.28,,
1979-01-25,19.5,,
1979-01-26,19.56,,
1979-01-29,19.45,,
1979-01-30,19.5,,
1979-01-31,19.3,,
1979-02-01,19.44,,
1979-02-02,19.27,,
1979-02-05,19.11,,
1979-02-06,18.97,,
1979-02-07,18.66,,
1979-02-08,18.73,,
1979-02-09,18.86,,
1979-02-12,19.16,,
1979-02-13,19.26,,
1979-02-14,19.09,,
1979-02-15,19.27,,
1979-02-16,19.16,,
1979-02-20,19.25,,
1979-02-21,19.13,,
1979-02-22,18.98,,
1979-02-23,18.89,,
1979-02-26,19.0,,
1979-02-27,18.7,,
1979-02-28,18.75,,
1979-03-01,18.81,,
1979-03-02,18.8,,
1979-03-05,19.13,,
1979-03-06,18.99,,
1979-03-07,19.05,,
1979-03-08,19.31,,
1979-03-09,19.23,,
1979-03-12,19.38,,
1979-03-13,19.28,,
1979-03-14,19.22,,
1979-03-15,19.18,,
1979-03-16,19.3,,
1979-03-19,19.41,,
1979-03-20,19.41,,
1979-03-21,19.75,,
1979-03-22,19.75,,
1979-03-23,19.69,,
1979-03-26,19.52,,
1979-03-27,20.05,,
1979-03-28,19.86,,
1979-03-29,19.86,,
1979-03-30,19.72,,
1979-04-02,19.63,,
1979-04-03,19.97,,
1979-04-04,19.84,,
1979-04-05,20.05,,
1979-04-06,19.91,,
1979-04-09,19.94,,
1979-04-10,20.0,,
1979-04-11,19.5,,
1979-04-12,19.48,,
1979-04-16,19.48,,
1979-04-17,19.53,,
1979-04-18,19.5,,
1979-04-19,19.3,,
1979-04-20,19.17,,
1979-04-23,19.38,,
1979-04-24,19.39,,
1979-04-25,19.5,,
1979-04-26,19.3,,
1979-04-27,19.41,,
1979-04-30,19.64,,
1979-05-01,19.73,,
1979-05-02,19.88,,
1979-05-03,19.98,,
1979-05-04,19.45,,
1979-05-07,19.31,,
1979-05-08,19.5,,
1979-05-09,19.36,,
1979-05-10,19.2,,
1979-05-11,19.27,,
1979-05-14,19.25,,
1979-05-15,19.06,,
1979-05-16,19.17,,
1979-05-17,19.34,,
1979-05-18,19.22,,
1979-05-21,19.27,,
1979-05-22,19.31,,
1979-05-23,19.13,,
1979-05-24,19.17,,
1979-05-25,19.17,,
1979-05-29,19.19,,
1979-05-30,18.98,,
1979-05-31,19.0,,
1979-06-01,19.06,,
1979-06-04,19.0,,
1979-06-05,19.47,,
1979-06-06,19.38,,
1979-06-07,19.47,,
1979-06-08,19.34,,
1979-06-11,19.38,,
1979-06-12,19.5,,
1979-06-13,18.84,,
1979-06-14,18.66,,
1979-06-15,18.56,,
1979-06-18,18.19,,
1979-06-19,18.16,,
1979-06-20,18.25,,
1979-06-21,18.38,,
1979-06-22,18.53,,
1979-06-25,18.47,,
1979-06-26,18.19,,
1979-06-27,18.38,,
1979-06-28,18.47,,
1979-06-29,18.34,,
1979-07-02,18.09,,
1979-07-03,18.09,,
1979-07-05,18.03,,
1979-07-06,18.41,,
1979-07-09,18.38,,
1979-07-10,18.06,,
1979-07-11,17.91,,
1979-07-12,17.53,,
1979-07-13,17.5,,
1979-07-16,17.63,,
1979-07-17,17.31,,
1979-07-18,17.38,,
1979-07-19,17.38,,
1979-07-20,17.44,,
1979-07-23,17.28,,
1979-07-24,17.22,,
1979-07-25,17.38,,
1979-07-26,17.13,,
1979-07-27,17.13,,
1979-07-30,17.28,,
1979-07-31,17.44,,
1979-08-01,17.5,,
1979-08-02,17.41,,
1979-08-03,17.22,,
1979-08-06,17.31,,
1979-08-07,17.69,,
1979-08-08,17.34,,
1979-08-09,17.22,,
1979-08-10,17.59,,
1979-08-13,17.56,,
1979-08-14,17.56,,
1979-08-15,18.06,,
1979-08-16,17.91,,
1979-08-17,17.81,,
1979-08-20,17.91,,
1979-08-21,17.72,,
1979-08-22,17.63,,
1979-08-23,17.41,,
1979-08-24,17.41,,
1979-08-27,17.5,,
1979-08-28,17.5,,
1979-08-29,17.41,,
1979-08-30,17.38,,
1979-08-31,17.5,,
1979-09-04,17.16,,
1979-09-05,17.06,,
1979-09-06,16.91,,
1979-09-07,16.94,,
1979-09-10,16.88,,
1979-09-11,16.63,,
1979-09-12,16.56,,
1979-09-13,16.69,,
1979-09-14,16.97,,
1979-09-17,17.13,,
1979-09-18,16.97,,
1979-09-19,16.94,,
1979-09-20,17.81,,
1979-09-21,17.5,,
1979-09-24,16.97,,
1979-09-25,17.16,,
1979-09-26,17.03,,
1979-09-27,17.06,,
1979-09-28,16.94,,
1979-10-01,16.91,,
1979-10-02,17.06,,
1979-10-03,17.06,,
1979-10-04,17.16,,
1979-10-05,17.22,,
1979-10-08,16.84,,
1979-10-09,16.5,,
1979-10-10,16.94,,
1979-10-11,16.63,,
1979-10-12,16.44,,
1979-10-15,16.34,,
1979-10-16,16.03,,
1979-10-17,15.81,,
1979-10-18,15.72,,
1979-10-19,15.47,,
1979-10-22,15.63,,
1979-10-23,15.69,,
1979-10-24,15.63,,
1979-10-25,15.53,,
1979-10-26,15.56,,
1979-10-29,15.63,,
1979-10-30,16.0,,
1979-10-31,15.59,,
1979-11-01,15.88,,
1979-11-02,15.81,,
1979-11-05,15.78,,
1979-11-06,15.69,,
1979-11-07,15.38,,
1979-11-08,15.47,,
1979-11-09,15.44,,
1979-11-12,15.72,,
1979-11-13,15.56,,
1979-11-14,15.63,,
1979-11-15,15.63,,
1979-11-16,15.5,,
1979-11-19,15.47,,
1979-11-20,15.41,,
1979-11-21,15.41,,
1979-11-23,15.5,,
1979-11-26,16.16,,
1979-11-27,16.13,,
1979-11-28,16.44,,
1979-11-29,16.44,,
1979-11-30,16.31,,
1979-12-03,16.25,,
1979-12-04,16.34,,
1979-12-05,16.44,,
1979-12-06,16.81,,
1979-12-07,16.66,,
1979-12-10,16.59,,
1979-12-11,16.41,,
1979-12-12,16.31,,
1979-12-13,16.25,,
1979-12-14,16.5,,
1979-12-17,16.34,,
1979-12-18,16.0,,
1979-12-19,16.09,,
1979-12-20,16.28,,
1979-12-21,16.0,,
1979-12-24,16.22,,
1979-12-26,16.22,,
1979-12-27,16.19,,
1979-12-28,16.06,,
1979-12-31,16.09,,
1980-01-02,15.63,,
1980-01-03,15.88,,
1980-01-04,15.84,,
1980-01-07,15.78,,
1980-01-08,16.84,,
1980-01-09,16.34,,
1980-01-10,16.88,,
1980-01-11,16.75,,
1980-01-14,16.72,,
1980-01-15,17.53,,
1980-01-16,17.5,,
1980-01-17,17.31,,
1980-01-18,17.41,,
1980-01-21,17.25,,
1980-01-22,17.25,,
1980-01-23,17.81,,
1980-01-24,17.66,,
1980-01-25,17.53,,
1980-01-28,17.75,,
1980-01-29,17.59,,
1980-01-30,17.59,,
1980-01-31,17.16,,
1980-02-01,17.34,,
1980-02-04,17.28,,
1980-02-05,17.41,,
1980-02-06,17.09,,
1980-02-07,16.78,,
1980-02-08,16.81,,
1980-02-11,16.69,,
1980-02-12,17.22,,
1980-02-13,17.34,,
1980-02-14,17.03,,
1980-02-15,16.91,,
1980-02-19,16.75,,
1980-02-20,16.81,,
1980-02-21,16.56,,
1980-02-22,16.5,,
1980-02-25,16.28,,
1980-02-26,16.25,,
1980-02-27,15.5,,
1980-02-28,15.84,,
1980-02-29,15.88,,
1980-03-03,15.69,,
1980-03-04,15.81,,
1980-03-05,15.5,,
1980-03-06,15.28,,
1980-03-07,15.25,,
1980-03-10,15.41,,
1980-03-11,15.56,,
1980-03-12,15.34,,
1980-03-13,15.03,,
1980-03-14,14.97,,
1980-03-17,14.78,,
1980-03-18,14.91,,
1980-03-19,14.72,,
1980-03-20,14.56,,
1980-03-21,14.19,,
1980-03-24,13.53,,
1980-03-25,13.69,,
1980-03-26,13.25,,
1980-03-27,14.38,,
1980-03-28,13.97,,
1980-03-31,13.94,,
1980-04-01,13.72,,
1980-04-02,13.88,,
1980-04-03,13.72,,
1980-04-07,13.34,,
1980-04-08,13.38,,
1980-04-09,13.66,,
1980-04-10,13.56,,
1980-04-11,13.38,,
1980-04-14,13.25,,
1980-04-15,13.0,,
1980-04-16,12.78,,
1980-04-17,12.81,,
1980-04-18,12.81,,
1980-04-21,12.81,,
1980-04-22,13.47,,
1980-04-23,13.38,,
1980-04-24,13.44,,
1980-04-25,13.84,,
1980-04-28,13.63,,
1980-04-29,13.72,,
1980-04-30,13.72,,
1980-05-01,13.59,,
1980-05-02,13.5,,
1980-05-05,13.84,,
1980-05-06,13.72,,
1980-05-07,13.78,,
1980-05-08,13.47,,
1980-05-09,13.03,,
1980-05-12,13.06,,
1980-05-13,13.31,,
1980-05-14,13.25,,
1980-05-15,13.13,,
1980-05-16,13.25,,
1980-05-19,13.34,,
1980-05-20,13.19,,
1980-05-21,13.22,,
1980-05-22,13.44,,
1980-05-23,13.69,,
1980-05-27,13.81,,
1980-05-28,14.09,,
1980-05-29,13.59,,
1980-05-30,13.84,,
1980-06-02,14.0,,
1980-06-03,14.09,,
1980-06-04,14.53,,
1980-06-05,14.25,,
1980-06-06,14.28,,
1980-06-09,14.19,,
1980-06-10,14.38,,
1980-06-11,14.5,,
1980-06-12,14.5,,
1980-06-13,14.72,,
1980-06-16,15.09,,
1980-06-17,14.72,,
1980-06-18,14.91,,
1980-06-19,14.47,,
1980-06-20,14.47,,
1980-06-23,14.72,,
1980-06-24,14.84,,
1980-06-25,14.94,,
1980-06-26,14.81,,
1980-06-27,14.94,,
1980-06-30,14.69,,
1980-07-01,14.88,,
1980-07-02,15.16,,
1980-07-03,15.28,,
1980-07-07,15.5,,
1980-07-08,15.44,,
1980-07-09,15.38,,
1980-07-10,15.41,,
1980-07-11,15.69,,
1980-07-14,16.25,,
1980-07-15,15.94,,
1980-07-16,16.06,,
1980-07-17,16.41,,
1980-07-18,16.28,,
1980-07-21,16.5,,
1980-07-22,16.28,,
1980-07-23,16.22,,
1980-07-24,16.19,,
1980-07-25,16.09,,
1980-07-28,16.25,,
1980-07-29,16.28,,
1980-07-30,16.38,,
1980-07-31,16.31,,
1980-08-01,16.28,,
1980-08-04,16.19,,
1980-08-05,16.06,,
1980-08-06,16.41,,
1980-08-07,16.44,,
1980-08-08,16.31,,
1980-08-11,16.69,,
1980-08-12,16.69,,
1980-08-13,16.69,,
1980-08-14,17.22,,
1980-08-15,17.19,,
1980-08-18,16.59,,
1980-08-19,16.5,,
1980-08-20,16.72,,
1980-08-21,16.88,,
1980-08-22,16.84,,
1980-08-25,16.78,,
1980-08-26,16.69,,
1980-08-27,16.47,,
1980-08-28,16.25,,
1980-08-29,16.38,,
1980-09-02,16.53,,
1980-09-03,16.88,,
1980-09-04,16.66,,
1980-09-05,16.63,,
1980-09-08,16.06,,
1980-09-09,16.53,,
1980-09-10,16.44,,
1980-09-11,16.59,,
1980-09-12,16.47,,
1980-09-15,16.53,,
1980-09-16,16.41,,
1980-09-17,16.81,,
1980-09-18,16.63,,
1980-09-19,16.75,,
1980-09-22,17.03,,
1980-09-23,16.72,,
1980-09-24,16.88,,
1980-09-25,16.53,,
1980-09-26,16.16,,
1980-09-29,15.94,,
1980-09-30,16.03,,
1980-10-01,16.16,,
1980-10-02,16.34,,
1980-10-03,16.56,,
1980-10-06,17.0,,
1980-10-07,16.94,,
1980-10-08,17.5,,
1980-10-09,17.53,,
1980-10-10,17.31,,
1980-10-13,17.63,,
1980-10-14,17.44,,
1980-10-15,17.59,,
1980-10-16,17.16,,
1980-10-17,17.0,,
1980-10-20,17.13,,
1980-10-21,17.0,,
1980-10-22,16.94,,
1980-10-23,16.47,,
1980-10-24,16.66,,
1980-10-27,16.53,,
1980-10-28,16.66,,
1980-10-29,16.38,,
1980-10-30,16.28,,
1980-10-31,16.66,,
1980-11-03,16.88,,
1980-11-05,17.13,,
1980-11-06,16.63,,
1980-11-07,16.78,,
1980-11-10,16.81,,
1980-11-11,16.78,,
1980-11-12,17.72,,
1980-11-13,17.81,,
1980-11-14,17.91,,
1980-11-17,17.91,,
1980-11-18,18.0,,
1980-11-19,17.84,,
1980-11-20,18.0,,
1980-11-21,17.59,,
1980-11-24,17.59,,
1980-11-25,17.38,,
1980-11-26,17.19,,
1980-11-28,17.03,,
1980-12-01,16.63,,
1980-12-02,16.97,,
1980-12-03,17.0,,
1980-12-04,17.09,,
1980-12-05,16.88,,
1980-12-08,16.59,,
1980-12-09,16.53,,
1980-12-10,15.94,,
1980-12-11,16.13,,
1980-12-12,16.44,,
1980-12-15,16.13,,
1980-12-16,16.56,,
1980-12-17,16.31,,
1980-12-18,15.91,,
1980-12-19,16.16,,
1980-12-22,16.78,,
1980-12-23,16.81,,
1980-12-24,17.13,,
1980-12-26,17.25,,
1980-12-29,17.0,,
1980-12-30,17.16,,
1980-12-31,16.97,,
1981-01-02,17.28,,
1981-01-05,17.56,,
1981-01-06,17.88,,
1981-01-07,17.38,,
1981-01-08,16.91,,
1981-01-09,16.84,,
1981-01-12,16.69,,
1981-01-13,16.63,,
1981-01-14,16.69,,
1981-01-15,16.44,,
1981-01-16,16.72,,
1981-01-19,16.66,,
1981-01-20,16.25,,
1981-01-21,16.28,,
1981-01-22,16.31,,
1981-01-23,16.25,,
1981-01-26,16.25,,
1981-01-27,16.38,,
1981-01-28,16.16,,
1981-01-29,16.22,,
1981-01-30,16.09,,
1981-02-02,15.84,,
1981-02-03,16.06,,
1981-02-04,16.13,,
1981-02-05,16.0,,
1981-02-06,16.06,,
1981-02-09,15.88,,
1981-02-10,15.75,,
1981-02-11,15.66,,
1981-02-12,15.44,,
1981-02-13,15.44,,
1981-02-17,15.5,,
1981-02-18,15.5,,
1981-02-19,15.31,,
1981-02-20,15.13,,
1981-02-23,15.5,,
1981-02-24,15.53,,
1981-02-25,16.06,,
1981-02-26,16.19,,
1981-02-27,16.06,,
1981-03-02,15.91,,
1981-03-03,15.63,,
1981-03-04,15.47,,
1981-03-05,15.5,,
1981-03-06,15.47,,
1981-03-09,15.75,,
1981-03-10,15.63,,
1981-03-11,15.56,,
1981-03-12,16.0,,
1981-03-13,15.81,,
1981-03-16,16.16,,
1981-03-17,16.06,,
1981-03-18,16.19,,
1981-03-19,15.94,,
1981-03-20,15.78,,
1981-03-23,15.72,,
1981-03-24,15.56,,
1981-03-25,15.97,,
1981-03-26,15.78,,
1981-03-27,15.44,,
1981-03-30,15.38,,
1981-03-31,15.59,,
1981-04-01,15.75,,
1981-04-02,15.53,,
1981-04-03,15.28,,
1981-04-06,15.09,,
1981-04-07,15.0,,
1981-04-08,15.0,,
1981-04-09,15.44,,
1981-04-10,15.19,,
1981-04-13,15.03,,
1981-04-14,14.78,,
1981-04-15,14.91,,
1981-04-16,15.0,,
1981-04-20,15.41,,
1981-04-21,15.13,,
1981-04-22,15.09,,
1981-04-23,15.09,,
1981-04-24,15.16,,
1981-04-27,15.28,,
1981-04-28,15.09,,
1981-04-29,14.91,,
1981-04-30,14.66,,
1981-05-01,14.78,,
1981-05-04,14.59,,
1981-05-05,14.44,,
1981-05-06,14.47,,
1981-05-07,14.34,,
1981-05-08,14.47,,
1981-05-11,14.0,,
1981-05-12,14.19,,
1981-05-13,14.19,,
1981-05-14,14.16,,
1981-05-15,14.09,,
1981-05-18,14.19,,
1981-05-19,14.16,,
1981-05-20,14.09,,
1981-05-21,13.91,,
1981-05-22,13.88,,
1981-05-26,14.03,,
1981-05-27,14.47,,
1981-05-28,14.5,,
1981-05-29,14.69,,
1981-06-01,15.06,,
1981-06-02,14.97,,
1981-06-03,14.78,,
1981-06-04,14.5,,
1981-06-05,14.59,,
1981-06-08,14.56,,
1981-06-09,14.34,,
1981-06-10,14.47,,
1981-06-11,14.75,,
1981-06-12,14.84,,
1981-06-15,14.97,,
1981-06-16,14.72,,
1981-06-17,14.63,,
1981-06-18,14.41,,
1981-06-19,14.38,,
1981-06-22,14.53,,
1981-06-23,14.84,,
1981-06-24,14.88,,
1981-06-25,14.75,,
1981-06-26,14.69,,
1981-06-29,14.47,,
1981-06-30,14.47,,
1981-07-01,14.22,,
1981-07-02,14.22,,
1981-07-06,14.25,,
1981-07-07,14.25,,
1981-07-08,14.16,,
1981-07-09,14.16,,
1981-07-10,14.09,,
1981-07-13,13.97,,
1981-07-14,14.22,,
1981-07-15,14.16,,
1981-07-16,14.16,,
1981-07-17,14.03,,
1981-07-20,13.84,,
1981-07-21,13.88,,
1981-07-22,13.78,,
1981-07-23,13.72,,
1981-07-24,13.75,,
1981-07-27,13.91,,
1981-07-28,13.84,,
1981-07-29,13.84,,
1981-07-30,14.09,,
1981-07-31,14.03,,
1981-08-03,14.13,,
1981-08-04,14.56,,
1981-08-05,14.59,,
1981-08-06,14.22,,
1981-08-07,14.25,,
1981-08-10,14.47,,
1981-08-11,14.69,,
1981-08-12,14.47,,
1981-08-13,14.56,,
1981-08-14,14.5,,
1981-08-17,14.19,,
1981-08-18,14.16,,
1981-08-19,14.25,,
1981-08-20,14.31,,
1981-08-21,14.22,,
1981-08-24,13.97,,
1981-08-25,13.97,,
1981-08-26,13.88,,
1981-08-27,13.81,,
1981-08-28,13.97,,
1981-08-31,13.78,,
1981-09-01,14.0,,
1981-09-02,13.94,,
1981-09-03,13.66,,
1981-09-04,13.5,,
1981-09-08,13.5,,
1981-09-09,13.53,,
1981-09-10,13.69,,
1981-09-11,13.94,,
1981-09-14,13.97,,
1981-09-15,13.88,,
1981-09-16,13.72,,
1981-09-17,13.53,,
1981-09-18,13.5,,
1981-09-21,13.72,,
1981-09-22,13.59,,
1981-09-23,13.63,,
1981-09-24,13.66,,
1981-09-25,13.41,,
1981-09-28,13.72,,
1981-09-29,13.31,,
1981-09-30,13.53,,
1981-10-01,13.5,,
1981-10-02,13.75,,
1981-10-05,13.78,,
1981-10-06,13.56,,
1981-10-07,13.75,,
1981-10-08,13.88,,
1981-10-09,13.97,,
1981-10-12,13.88,,
1981-10-13,13.44,,
1981-10-14,13.13,,
1981-10-15,13.06,,
1981-10-16,12.81,,
1981-10-19,12.81,,
1981-10-20,12.91,,
1981-10-21,12.84,,
1981-10-22,12.78,,
1981-10-23,12.75,,
1981-10-26,12.66,,
1981-10-27,12.69,,
1981-10-28,12.38,,
1981-10-29,12.25,,
1981-10-30,12.88,,
1981-11-02,13.25,,
1981-11-03,13.25,,
1981-11-04,13.09,,
1981-11-05,12.88,,
1981-11-06,12.72,,
1981-11-09,12.91,,
1981-11-10,13.06,,
1981-11-11,13.13,,
1981-11-12,13.19,,
1981-11-13,12.91,,
1981-11-16,12.75,,
1981-11-17,12.75,,
1981-11-18,12.59,,
1981-11-19,12.59,,
1981-11-20,12.66,,
1981-11-23,12.63,,
1981-11-24,13.06,,
1981-11-25,13.16,,
1981-11-27,13.63,,
1981-11-30,13.63,,
1981-12-01,13.53,,
1981-12-02,13.25,,
1981-12-03,13.5,,
1981-12-04,13.66,,
1981-12-07,13.38,,
1981-12-08,13.31,,
1981-12-09,13.47,,
1981-12-10,13.66,,
1981-12-11,13.59,,
1981-12-14,13.34,,
1981-12-15,13.41,,
1981-12-16,13.53,,
1981-12-17,13.94,,
1981-12-18,14.19,,
1981-12-21,14.09,,
1981-12-22,14.22,,
1981-12-23,14.03,,
1981-12-24,14.25,,
1981-12-28,14.13,,
1981-12-29,14.0,,
1981-12-30,14.31,,
1981-12-31,14.22,,
1982-01-04,14.56,,
1982-01-05,14.25,,
1982-01-06,14.19,,
1982-01-07,14.19,,
1982-01-08,14.19,,
1982-01-11,14.19,,
1982-01-12,14.38,,
1982-01-13,14.34,,
1982-01-14,14.72,,
1982-01-15,14.94,,
1982-01-18,15.47,,
1982-01-19,15.25,,
1982-01-20,15.38,,
1982-01-21,15.63,,
1982-01-22,15.41,,
1982-01-25,15.5,,
1982-01-26,15.44,,
1982-01-27,15.66,,
1982-01-28,16.09,,
1982-01-29,15.91,,
1982-02-01,15.66,,
1982-02-02,15.75,,
1982-02-03,15.69,,
1982-02-04,15.81,,
1982-02-05,15.81,,
1982-02-08,15.38,,
1982-02-09,15.34,,
1982-02-10,15.47,,
1982-02-11,15.31,,
1982-02-12,15.25,,
1982-02-16,15.56,,
1982-02-17,15.56,,
1982-02-18,15.69,,
1982-02-19,15.59,,
1982-02-22,15.09,,
1982-02-23,15.22,,
1982-02-24,15.5,,
1982-02-25,15.41,,
1982-02-26,15.47,,
1982-03-01,15.53,,
1982-03-02,15.25,,
1982-03-03,14.97,,
1982-03-04,14.78,,
1982-03-05,14.63,,
1982-03-08,14.38,,
1982-03-09,14.66,,
1982-03-10,14.75,,
1982-03-11,14.56,,
1982-03-12,14.47,,
1982-03-15,14.72,,
1982-03-16,14.34,,
1982-03-17,14.34,,
1982-03-18,14.47,,
1982-03-19,14.41,,
1982-03-22,14.78,,
1982-03-23,14.88,,
1982-03-24,14.78,,
1982-03-25,14.94,,
1982-03-26,14.75,,
1982-03-29,14.97,,
1982-03-30,15.09,,
1982-03-31,14.94,,
1982-04-01,15.25,,
1982-04-02,15.38,,
1982-04-05,15.38,,
1982-04-06,15.44,,
1982-04-07,15.44,,
1982-04-08,15.56,,
1982-04-12,15.53,,
1982-04-13,15.5,,
1982-04-14,15.91,,
1982-04-15,16.16,,
1982-04-16,16.13,,
1982-04-19,15.94,,
1982-04-20,15.81,,
1982-04-21,15.97,,
1982-04-22,16.09,,
1982-04-23,16.44,,
1982-04-26,16.5,,
1982-04-27,16.28,,
1982-04-28,16.22,,
1982-04-29,16.03,,
1982-04-30,16.06,,
1982-05-03,16.13,,
1982-05-04,16.19,,
1982-05-05,16.28,,
1982-05-06,16.22,,
1982-05-07,16.19,,
1982-05-10,15.97,,
1982-05-11,16.09,,
1982-05-12,15.97,,
1982-05-13,15.91,,
1982-05-14,15.91,,
1982-05-17,15.72,,
1982-05-18,15.69,,
1982-05-19,15.63,,
1982-05-20,15.75,,
1982-05-21,15.66,,
1982-05-24,15.56,,
1982-05-25,15.47,,
1982-05-26,15.5,,
1982-05-27,15.5,,
1982-05-28,15.38,,
1982-06-01,15.44,,
1982-06-02,15.5,,
1982-06-03,15.38,,
1982-06-04,15.06,,
1982-06-07,15.0,,
1982-06-08,14.56,,
1982-06-09,14.53,,
1982-06-10,14.69,,
1982-06-11,14.91,,
1982-06-14,14.78,,
1982-06-15,14.94,,
1982-06-16,14.88,,
1982-06-17,14.63,,
1982-06-18,14.59,,
1982-06-21,14.66,,
1982-06-22,14.97,,
1982-06-23,15.28,,
1982-06-24,15.13,,
1982-06-25,15.06,,
1982-06-28,15.28,,
1982-06-29,15.28,,
1982-06-30,15.16,,
1982-07-01,15.16,,
1982-07-02,15.0,,
1982-07-06,15.09,,
1982-07-07,15.25,,
1982-07-08,15.38,,
1982-07-09,15.63,,
1982-07-12,16.72,,
1982-07-13,16.13,,
1982-07-14,16.72,,
1982-07-15,16.69,,
1982-07-16,16.69,,
1982-07-19,16.47,,
1982-07-20,16.84,,
1982-07-21,16.88,,
1982-07-22,16.66,,
1982-07-23,16.63,,
1982-07-26,16.47,,
1982-07-27,16.38,,
1982-07-28,16.22,,
1982-07-29,16.38,,
1982-07-30,16.41,,
1982-08-02,16.69,,
