date,close price,MRK_SHE,MRK_TA,MRK_TL,market cap,PB Ratio
1994-08-24,16.69,,,,,
1994-08-25,16.5,,,,,
1994-08-26,16.88,,,,,
1994-08-29,17.0,,,,,
1994-08-30,16.94,,,,,
1994-08-31,17.06,,,,,
1994-09-01,17.19,,,,,
1994-09-02,16.94,,,,,
1994-09-06,17.0,,,,,
1994-09-07,17.0,,,,,
1994-09-08,17.0,,,,,
1994-09-09,16.81,,,,,
1994-09-12,16.81,,,,,
1994-09-13,16.81,,,,,
1994-09-14,16.88,,,,,
1994-09-15,17.13,,,,,
1994-09-16,17.06,,,,,
1994-09-19,17.31,,,,,
1994-09-20,17.19,,,,,
1994-09-21,17.31,,,,,
1994-09-22,17.19,,,,,
1994-09-23,17.31,,,,,
1994-09-26,17.44,,,,,
1994-09-27,18.0,,,,,
1994-09-28,17.81,,,,,
1994-09-29,17.63,,,,,
1994-09-30,17.81,,,,,
1994-10-03,18.25,,,,,
1994-10-04,18.19,,,,,
1994-10-05,18.0,,,,,
1994-10-06,17.88,,,,,
1994-10-07,18.06,,,,,
1994-10-10,18.0,,,,,
1994-10-11,18.25,,,,,
1994-10-12,18.5,,,,,
1994-10-13,18.31,,,,,
1994-10-14,18.13,,,,,
1994-10-17,18.06,,,,,
1994-10-18,17.75,,,,,
1994-10-19,17.75,,,,,
1994-10-20,18.0,,,,,
1994-10-21,17.75,,,,,
1994-10-24,17.44,,,,,
1994-10-25,17.25,,,,,
1994-10-26,17.25,,,,,
1994-10-27,17.75,,,,,
1994-10-28,18.0,,,,,
1994-10-31,17.81,,,,,
1994-11-01,17.88,,,,,
1994-11-02,17.56,,,,,
1994-11-03,17.63,,,,,
1994-11-04,17.56,,,,,
1994-11-07,17.63,,,,,
1994-11-08,17.88,,,,,
1994-11-09,18.38,,,,,
1994-11-10,18.56,,,,,
1994-11-11,18.38,,,,,
1994-11-14,18.63,,,,,
1994-11-15,18.31,,,,,
1994-11-16,18.5,,,,,
1994-11-17,18.5,,,,,
1994-11-18,18.88,,,,,
1994-11-21,18.5,,,,,
1994-11-22,17.88,,,,,
1994-11-23,17.94,,,,,
1994-11-25,18.31,,,,,
1994-11-28,18.56,,,,,
1994-11-29,18.63,,,,,
1994-11-30,18.63,,,,,
1994-12-01,18.56,,,,,
1994-12-02,18.88,,,,,
1994-12-05,18.81,,,,,
1994-12-06,18.81,,,,,
1994-12-07,18.81,,,,,
1994-12-08,18.38,,,,,
1994-12-09,18.63,,,,,
1994-12-12,18.88,,,,,
1994-12-13,18.88,,,,,
1994-12-14,18.88,,,,,
1994-12-15,18.88,,,,,
1994-12-16,19.13,,,,,
1994-12-19,19.13,,,,,
1994-12-20,19.31,,,,,
1994-12-21,19.56,,,,,
1994-12-22,19.44,,,,,
1994-12-23,19.63,,,,,
1994-12-27,19.69,,,,,
1994-12-28,19.5,,,,,
1994-12-29,19.31,,,,,
1994-12-30,19.06,,,,,
1995-01-03,19.13,,,,,
1995-01-04,19.06,,,,,
1995-01-05,18.88,,,,,
1995-01-06,18.75,,,,,
1995-01-09,18.38,,,,,
1995-01-10,18.25,,,,,
1995-01-11,18.75,,,,,
1995-01-12,18.44,,,,,
1995-01-13,18.94,,,,,
1995-01-16,19.13,,,,,
1995-01-17,19.25,,,,,
1995-01-18,19.25,,,,,
1995-01-19,19.06,,,,,
1995-01-20,18.88,,,,,
1995-01-23,18.94,,,,,
1995-01-24,18.88,,,,,
1995-01-25,19.06,,,,,
1995-01-26,19.31,,,,,
1995-01-27,19.38,,,,,
1995-01-30,19.56,,,,,
1995-01-31,20.13,,,,,
1995-02-01,19.88,,,,,
1995-02-02,19.88,,,,,
1995-02-03,19.88,,,,,
1995-02-06,20.25,,,,,
1995-02-07,20.0,,,,,
1995-02-08,20.06,,,,,
1995-02-09,20.19,,,,,
1995-02-10,20.19,,,,,
1995-02-13,20.06,,,,,
1995-02-14,20.06,,,,,
1995-02-15,20.31,,,,,
1995-02-16,20.25,,,,,
1995-02-17,20.69,,,,,
1995-02-21,20.81,,,,,
1995-02-22,20.88,,,,,
1995-02-23,21.31,,,,,
1995-02-24,21.19,,,,,
1995-02-27,21.0,,,,,
1995-02-28,21.19,,,,,
1995-03-01,21.19,,,,,
1995-03-02,21.13,,,,,
1995-03-03,20.81,,,,,
1995-03-06,21.25,,,,,
1995-03-07,21.13,,,,,
1995-03-08,21.06,,,,,
1995-03-09,20.94,,,,,
1995-03-10,20.94,,,,,
1995-03-13,21.0,,,,,
1995-03-14,21.25,,,,,
1995-03-15,21.44,,,,,
1995-03-16,21.63,,,,,
1995-03-17,22.0,,,,,
1995-03-20,22.31,,,,,
1995-03-21,22.31,,,,,
1995-03-22,22.13,,,,,
1995-03-23,22.0,,,,,
1995-03-24,21.81,,,,,
1995-03-27,21.56,,,,,
1995-03-28,21.75,,,,,
1995-03-29,21.63,,,,,
1995-03-30,21.0,,,,,
1995-03-31,21.31,,,,,
1995-04-03,21.75,,,,,
1995-04-04,21.69,,,,,
1995-04-05,21.56,,,,,
1995-04-06,21.56,,,,,
1995-04-07,21.44,,,,,
1995-04-10,21.44,,,,,
1995-04-11,21.5,,,,,
1995-04-12,21.44,,,,,
1995-04-13,21.56,,,,,
1995-04-17,21.69,,,,,
1995-04-18,21.5,,,,,
1995-04-19,21.06,,,,,
1995-04-20,20.94,,,,,
1995-04-21,21.44,,,,,
1995-04-24,21.69,,,,,
1995-04-25,21.38,,,,,
1995-04-26,21.44,,,,,
1995-04-27,21.31,,,,,
1995-04-28,21.44,,,,,
1995-05-01,21.56,,,,,
1995-05-02,21.5,,,,,
1995-05-03,22.0,,,,,
1995-05-04,22.13,,,,,
1995-05-05,22.25,,,,,
1995-05-08,22.13,,,,,
1995-05-09,22.06,,,,,
1995-05-10,21.5,,,,,
1995-05-11,21.56,,,,,
1995-05-12,21.19,,,,,
1995-05-15,21.06,,,,,
1995-05-16,21.13,,,,,
1995-05-17,20.88,,,,,
1995-05-18,20.63,,,,,
1995-05-19,21.0,,,,,
1995-05-22,21.25,,,,,
1995-05-23,21.38,,,,,
1995-05-24,22.25,,,,,
1995-05-25,22.75,,,,,
1995-05-26,22.56,,,,,
1995-05-30,22.63,,,,,
1995-05-31,23.5,,,,,
1995-06-01,23.63,,,,,
1995-06-02,23.69,,,,,
1995-06-05,24.63,,,,,
1995-06-06,24.88,,,,,
1995-06-07,24.31,,,,,
1995-06-08,24.19,,,,,
1995-06-09,23.75,,,,,
1995-06-12,24.06,,,,,
1995-06-13,24.19,,,,,
1995-06-14,24.06,,,,,
1995-06-15,24.19,,,,,
1995-06-16,24.38,,,,,
1995-06-19,24.25,,,,,
1995-06-20,24.0,,,,,
1995-06-21,24.56,,,,,
1995-06-22,24.94,,,,,
1995-06-23,24.88,,,,,
1995-06-26,24.63,,,,,
1995-06-27,24.31,,,,,
1995-06-28,24.81,,,,,
1995-06-29,24.88,,,,,
1995-06-30,24.56,,,,,
1995-07-03,24.81,,,,,
1995-07-05,24.69,,,,,
1995-07-06,24.38,,,,,
1995-07-07,23.81,,,,,
1995-07-10,24.5,,,,,
1995-07-11,24.75,,,,,
1995-07-12,24.75,,,,,
1995-07-13,25.44,,,,,
1995-07-14,25.31,,,,,
1995-07-17,25.25,,,,,
1995-07-18,25.38,,,,,
1995-07-19,25.25,,,,,
1995-07-20,24.88,,,,,
1995-07-21,25.0,,,,,
1995-07-24,24.94,,,,,
1995-07-25,24.94,,,,,
1995-07-26,25.0,,,,,
1995-07-27,25.44,,,,,
1995-07-28,25.75,,,,,
1995-07-31,25.81,,,,,
1995-08-01,26.0,,,,,
1995-08-02,25.88,,,,,
1995-08-03,25.5,,,,,
1995-08-04,25.69,,,,,
1995-08-07,25.44,,,,,
1995-08-08,25.13,,,,,
1995-08-09,25.56,,,,,
1995-08-10,25.25,,,,,
1995-08-11,25.06,,,,,
1995-08-14,25.44,,,,,
1995-08-15,25.0,,,,,
1995-08-16,24.75,,,,,
1995-08-17,24.56,,,,,
1995-08-18,24.5,,,,,
1995-08-21,24.63,,,,,
1995-08-22,24.75,,,,,
1995-08-23,25.0,,,,,
1995-08-24,25.31,,,,,
1995-08-25,25.25,,,,,
1995-08-28,25.0,,,,,
1995-08-29,24.94,,,,,
1995-08-30,25.0,,,,,
1995-08-31,24.94,,,,,
1995-09-01,25.13,,,,,
1995-09-05,25.31,,,,,
1995-09-06,25.56,,,,,
1995-09-07,25.75,,,,,
1995-09-08,25.88,,,,,
1995-09-11,26.06,,,,,
1995-09-12,25.94,,,,,
1995-09-13,26.0,,,,,
1995-09-14,26.25,,,,,
1995-09-15,26.56,,,,,
1995-09-18,27.13,,,,,
1995-09-19,26.94,,,,,
1995-09-20,27.5,,,,,
1995-09-21,28.25,,,,,
1995-09-22,28.75,,,,,
1995-09-25,28.56,,,,,
1995-09-26,28.69,,,,,
1995-09-27,28.44,,,,,
1995-09-28,28.19,,,,,
1995-09-29,28.0,,,,,
1995-10-02,28.44,,,,,
1995-10-03,29.0,,,,,
1995-10-04,29.63,,,,,
1995-10-05,29.75,,,,,
1995-10-06,29.81,,,,,
1995-10-09,29.25,,,,,
1995-10-10,29.88,,,,,
1995-10-11,30.0,,,,,
1995-10-12,29.94,,,,,
1995-10-13,29.94,,,,,
1995-10-16,29.75,,,,,
1995-10-17,29.5,,,,,
1995-10-18,29.81,,,,,
1995-10-19,30.0,,,,,
1995-10-20,30.0,,,,,
1995-10-23,29.75,,,,,
1995-10-24,30.19,,,,,
1995-10-25,30.13,,,,,
1995-10-26,30.0,,,,,
1995-10-27,29.13,,,,,
1995-10-30,28.94,,,,,
1995-10-31,28.75,,,,,
1995-11-01,28.5,,,,,
1995-11-02,28.25,,,,,
1995-11-03,28.44,,,,,
1995-11-06,28.19,,,,,
1995-11-07,28.88,,,,,
1995-11-08,29.25,,,,,
1995-11-09,29.19,,,,,
1995-11-10,29.13,,,,,
1995-11-13,29.25,,,,,
1995-11-14,29.63,,,,,
1995-11-15,30.0,,,,,
1995-11-16,29.94,,,,,
1995-11-17,29.81,,,,,
1995-11-20,29.69,,,,,
1995-11-21,29.69,,,,,
1995-11-22,29.5,,,,,
1995-11-24,29.38,,,,,
1995-11-27,29.31,,,,,
1995-11-28,29.75,,,,,
1995-11-29,30.44,,,,,
1995-11-30,30.94,,,,,
1995-12-01,30.81,,,,,
1995-12-04,31.0,,,,,
1995-12-05,31.69,,,,,
1995-12-06,31.88,,,,,
1995-12-07,31.69,,,,,
1995-12-08,31.75,,,,,
1995-12-11,31.63,,,,,
1995-12-12,31.63,,,,,
1995-12-13,32.56,,,,,
1995-12-14,33.44,,,,,
1995-12-15,32.88,,,,,
1995-12-18,32.44,,,,,
1995-12-19,31.81,,,,,
1995-12-20,31.56,,,,,
1995-12-21,32.5,,,,,
1995-12-22,32.5,,,,,
1995-12-26,33.31,,,,,
1995-12-27,32.44,,,,,
1995-12-28,33.06,,,,,
1995-12-29,32.81,,,,,
1996-01-02,32.13,,,,,
1996-01-03,31.69,,,,,
1996-01-04,31.88,,,,,
1996-01-05,31.5,,,,,
1996-01-08,31.94,,,,,
1996-01-09,31.75,,,,,
1996-01-10,30.63,,,,,
1996-01-11,30.75,,,,,
1996-01-12,31.06,,,,,
1996-01-15,31.81,,,,,
1996-01-16,32.38,,,,,
1996-01-17,32.75,,,,,
1996-01-18,32.63,,,,,
1996-01-19,32.75,,,,,
1996-01-22,33.13,,,,,
1996-01-23,33.44,,,,,
1996-01-24,33.94,,,,,
1996-01-25,33.44,,,,,
1996-01-26,33.94,,,,,
1996-01-29,34.44,,,,,
1996-01-30,35.06,,,,,
1996-01-31,35.06,,,,,
1996-02-01,35.0,,,,,
1996-02-02,34.69,,,,,
1996-02-05,34.56,,,,,
1996-02-06,33.69,,,,,
1996-02-07,34.5,,,,,
1996-02-08,35.0,,,,,
1996-02-09,35.0,,,,,
1996-02-12,35.31,,,,,
1996-02-13,35.19,,,,,
1996-02-14,35.31,,,,,
1996-02-15,34.81,,,,,
1996-02-16,34.38,,,,,
1996-02-20,33.25,,,,,
1996-02-21,33.38,,,,,
1996-02-22,33.63,,,,,
1996-02-23,33.63,,,,,
1996-02-26,32.94,,,,,
1996-02-27,32.56,,,,,
1996-02-28,32.94,,,,,
1996-02-29,33.13,,,,,
1996-03-01,33.69,,,,,
1996-03-04,34.19,,,,,
1996-03-05,34.44,,,,,
1996-03-06,33.13,,,,,
1996-03-07,33.5,,,,,
1996-03-08,30.5,,,,,
1996-03-11,32.44,,,,,
1996-03-12,31.56,,,,,
1996-03-13,30.81,,,,,
1996-03-14,31.0,,,,,
1996-03-15,31.06,,,,,
1996-03-18,31.38,,,,,
1996-03-19,31.06,,,,,
1996-03-20,31.5,,,,,
1996-03-21,32.75,,,,,
1996-03-22,31.75,,,,,
1996-03-25,31.25,,,,,
1996-03-26,32.06,,,,,
1996-03-27,31.56,,,,,
1996-03-28,31.5,,,,,
1996-03-29,31.13,,,,,
1996-04-01,31.69,,,,,
1996-04-02,31.75,,,,,
1996-04-03,31.75,,,,,
1996-04-04,31.94,,,,,
1996-04-08,30.94,,,,,
1996-04-09,30.56,,,,,
1996-04-10,29.38,,,,,
1996-04-11,29.69,,,,,
1996-04-12,30.31,,,,,
1996-04-15,30.06,,,,,
1996-04-16,30.0,,,,,
1996-04-17,30.13,,,,,
1996-04-18,30.69,,,,,
1996-04-19,30.94,,,,,
1996-04-22,30.81,,,,,
1996-04-23,30.88,,,,,
1996-04-24,30.19,,,,,
1996-04-25,30.06,,,,,
1996-04-26,30.0,,,,,
1996-04-29,30.38,,,,,
1996-04-30,30.25,,,,,
1996-05-01,30.31,,,,,
1996-05-02,29.38,,,,,
1996-05-03,29.13,,,,,
1996-05-06,28.5,,,,,
1996-05-07,28.88,,,,,
1996-05-08,29.69,,,,,
1996-05-09,29.19,,,,,
1996-05-10,29.69,,,,,
1996-05-13,30.0,,,,,
1996-05-14,30.31,,,,,
1996-05-15,30.69,,,,,
1996-05-16,31.06,,,,,
1996-05-17,31.81,,,,,
1996-05-20,31.75,,,,,
1996-05-21,31.56,,,,,
1996-05-22,31.56,,,,,
1996-05-23,31.69,,,,,
1996-05-24,32.25,,,,,
1996-05-28,31.81,,,,,
1996-05-29,31.88,,,,,
1996-05-30,32.5,,,,,
1996-05-31,32.31,,,,,
1996-06-03,32.38,,,,,
1996-06-04,32.56,,,,,
1996-06-05,33.06,,,,,
1996-06-06,32.31,,,,,
1996-06-07,32.63,,,,,
1996-06-10,32.63,,,,,
1996-06-11,32.0,,,,,
1996-06-12,31.88,,,,,
1996-06-13,32.19,,,,,
1996-06-14,32.0,,,,,
1996-06-17,31.81,,,,,
1996-06-18,31.75,,,,,
1996-06-19,31.94,,,,,
1996-06-20,32.5,,,,,
1996-06-21,32.56,,,,,
1996-06-24,32.06,,,,,
1996-06-25,32.5,,,,,
1996-06-26,32.5,,,,,
1996-06-27,32.75,,,,,
1996-06-28,32.31,,,,,
1996-07-01,33.06,,,,,
1996-07-02,33.0,,,,,
1996-07-03,33.0,,,,,
1996-07-05,32.19,,,,,
1996-07-08,32.44,,,,,
1996-07-09,32.31,,,,,
1996-07-10,32.5,,,,,
1996-07-11,32.06,,,,,
1996-07-12,31.7,,,,,
1996-07-15,31.13,,,,,
1996-07-16,30.56,,,,,
1996-07-17,31.38,,,,,
1996-07-18,32.19,,,,,
1996-07-19,32.31,,,,,
1996-07-22,32.81,,,,,
1996-07-23,31.81,,,,,
1996-07-24,32.31,,,,,
1996-07-25,31.94,,,,,
1996-07-26,32.13,,,,,
1996-07-29,31.69,,,,,
1996-07-30,32.0,,,,,
1996-07-31,32.13,,,,,
1996-08-01,32.94,,,,,
1996-08-02,33.25,,,,,
1996-08-05,33.31,,,,,
1996-08-06,33.63,,,,,
1996-08-07,33.44,,,,,
1996-08-08,33.44,,,,,
1996-08-09,33.75,,,,,
1996-08-12,34.69,,,,,
1996-08-13,34.56,,,,,
1996-08-14,34.25,,,,,
1996-08-15,34.56,,,,,
1996-08-16,34.63,,,,,
1996-08-19,34.69,,,,,
1996-08-20,34.38,,,,,
1996-08-21,34.38,,,,,
1996-08-22,34.44,,,,,
1996-08-23,33.94,,,,,
1996-08-26,33.5,,,,,
1996-08-27,33.63,,,,,
1996-08-28,33.88,,,,,
1996-08-29,33.25,,,,,
1996-08-30,32.81,,,,,
1996-09-03,32.56,,,,,
1996-09-04,32.81,,,,,
1996-09-05,32.75,,,,,
1996-09-06,32.44,,,,,
1996-09-09,33.25,,,,,
1996-09-10,33.5,,,,,
1996-09-11,33.5,,,,,
1996-09-12,33.63,,,,,
1996-09-13,33.94,,,,,
1996-09-16,34.06,,,,,
1996-09-17,34.19,,,,,
1996-09-18,34.19,,,,,
1996-09-19,34.25,,,,,
1996-09-20,34.31,,,,,
1996-09-23,34.69,,,,,
1996-09-24,34.56,,,,,
1996-09-25,34.44,,,,,
1996-09-26,35.38,,,,,
1996-09-27,35.13,,,,,
1996-09-30,35.19,,,,,
1996-10-01,35.5,,,,,
1996-10-02,35.25,,,,,
1996-10-03,35.63,,,,,
1996-10-04,35.63,,,,,
1996-10-07,35.19,,,,,
1996-10-08,35.75,,,,,
1996-10-09,35.25,,,,,
1996-10-10,34.81,,,,,
1996-10-11,34.94,,,,,
1996-10-14,35.81,,,,,
1996-10-15,35.63,,,,,
1996-10-16,36.0,,,,,
1996-10-17,37.44,,,,,
1996-10-18,37.69,,,,,
1996-10-21,37.5,,,,,
1996-10-22,37.81,,,,,
1996-10-23,37.94,,,,,
1996-10-24,37.56,,,,,
1996-10-25,36.63,,,,,
1996-10-28,36.44,,,,,
1996-10-29,36.94,,,,,
1996-10-30,36.69,,,,,
1996-10-31,36.94,,,,,
1996-11-01,37.0,,,,,
1996-11-04,37.69,,,,,
1996-11-05,37.75,,,,,
1996-11-06,39.5,,,,,
1996-11-07,39.63,,,,,
1996-11-08,40.25,,,,,
1996-11-11,40.5,,,,,
1996-11-12,39.81,,,,,
1996-11-13,39.94,,,,,
1996-11-14,40.69,,,,,
1996-11-15,41.0,,,,,
1996-11-18,40.81,,,,,
1996-11-19,40.88,,,,,
1996-11-20,41.25,,,,,
1996-11-21,40.94,,,,,
1996-11-22,41.38,,,,,
1996-11-25,42.13,,,,,
1996-11-26,41.81,,,,,
1996-11-27,41.88,,,,,
1996-11-29,41.5,,,,,
1996-12-02,41.13,,,,,
1996-12-03,40.5,,,,,
1996-12-04,40.38,,,,,
1996-12-05,39.63,,,,,
1996-12-06,39.06,,,,,
1996-12-09,40.19,,,,,
1996-12-10,39.81,,,,,
1996-12-11,39.56,,,,,
1996-12-12,38.13,,,,,
1996-12-13,38.63,,,,,
1996-12-16,37.94,,,,,
1996-12-17,38.13,,,,,
1996-12-18,38.44,,,,,
1996-12-19,40.63,,,,,
1996-12-20,41.31,,,,,
1996-12-23,41.5,,,,,
1996-12-24,41.63,,,,,
1996-12-26,40.88,,,,,
1996-12-27,40.81,,,,,
1996-12-30,40.56,,,,,
1996-12-31,39.81,,,,,
1997-01-02,39.94,,,,,
1997-01-03,41.31,,,,,
1997-01-06,41.44,,,,,
1997-01-07,41.5,,,,,
1997-01-08,41.0,,,,,
1997-01-09,41.31,,,,,
1997-01-10,41.63,,,,,
1997-01-13,41.5,,,,,
1997-01-14,42.0,,,,,
1997-01-15,41.63,,,,,
1997-01-16,42.38,,,,,
1997-01-17,43.0,,,,,
1997-01-20,42.81,,,,,
1997-01-21,43.25,,,,,
1997-01-22,44.19,,,,,
1997-01-23,43.13,,,,,
1997-01-24,42.81,,,,,
1997-01-27,42.25,,,,,
1997-01-28,43.5,,,,,
1997-01-29,44.13,,,,,
1997-01-30,45.19,,,,,
1997-01-31,45.31,,,,,
1997-02-03,45.13,,,,,
1997-02-04,45.81,,,,,
1997-02-05,44.94,,,,,
1997-02-06,46.0,,,,,
1997-02-07,46.75,,,,,
1997-02-10,46.19,,,,,
1997-02-11,46.5,,,,,
1997-02-12,47.94,,,,,
1997-02-13,49.81,,,,,
1997-02-14,48.69,,,,,
1997-02-18,49.63,,,,,
1997-02-19,49.0,,,,,
1997-02-20,48.25,,,,,
1997-02-21,47.56,,,,,
1997-02-24,49.19,,,,,
1997-02-25,48.88,,,,,
1997-02-26,48.69,,,,,
1997-02-27,46.94,,,,,
1997-02-28,46.06,,,,,
1997-03-03,47.0,,,,,
1997-03-04,45.63,,,,,
1997-03-05,47.0,,,,,
1997-03-06,46.13,,,,,
1997-03-07,46.5,,,,,
1997-03-10,47.69,,,,,
1997-03-11,46.94,,,,,
1997-03-12,46.13,,,,,
1997-03-13,45.25,,,,,
1997-03-14,44.19,,,,,
1997-03-17,45.56,,,,,
1997-03-18,45.19,,,,,
1997-03-19,45.75,,,,,
1997-03-20,45.38,,,,,
1997-03-21,45.56,,,,,
1997-03-24,44.94,,,,,
1997-03-25,45.5,,,,,
1997-03-26,45.44,,,,,
1997-03-27,44.44,,,,,
1997-03-31,42.13,,,,,
1997-04-01,43.31,,,,,
1997-04-02,42.69,,,,,
1997-04-03,42.63,,,,,
1997-04-04,43.44,,,,,
1997-04-07,43.31,,,,,
1997-04-08,42.63,,,,,
1997-04-09,40.75,,,,,
1997-04-10,41.81,,,,,
1997-04-11,40.88,,,,,
1997-04-14,41.31,,,,,
1997-04-15,42.25,,,,,
1997-04-16,42.81,,,,,
1997-04-17,43.13,,,,,
1997-04-18,43.31,,,,,
1997-04-21,43.25,,,,,
1997-04-22,44.63,,,,,
1997-04-23,43.88,,,,,
1997-04-24,43.56,,,,,
1997-04-25,43.69,,,,,
1997-04-28,44.38,,,,,
1997-04-29,45.75,,,,,
1997-04-30,45.19,,,,,
1997-05-01,44.5,,,,,
1997-05-02,45.5,,,,,
1997-05-05,45.75,,,,,
1997-05-06,46.0,,,,,
1997-05-07,44.75,,,,,
1997-05-08,44.38,,,,,
1997-05-09,45.13,,,,,
1997-05-12,46.31,,,,,
1997-05-13,46.25,,,,,
1997-05-14,46.31,,,,,
1997-05-15,46.81,,,,,
1997-05-16,45.63,,,,,
1997-05-19,46.06,,,,,
1997-05-20,46.56,,,,,
1997-05-21,46.44,,,,,
1997-05-22,45.69,,,,,
1997-05-23,46.5,,,,,
1997-05-27,46.69,,,,,
1997-05-28,46.0,,,,,
1997-05-29,45.5,,,,,
1997-05-30,44.94,,,,,
1997-06-02,45.0,,,,,
1997-06-03,45.0,,,,,
1997-06-04,44.63,,,,,
1997-06-05,44.63,,,,,
1997-06-06,46.13,,,,,
1997-06-09,46.75,,,,,
1997-06-10,47.0,,,,,
1997-06-11,47.88,,,,,
1997-06-12,48.81,,,,,
1997-06-13,49.31,,,,,
1997-06-16,49.0,,,,,
1997-06-17,48.81,,,,,
1997-06-18,48.19,,,,,
1997-06-19,49.88,,,,,
1997-06-20,50.0,,,,,
1997-06-23,49.31,,,,,
1997-06-24,51.56,,,,,
1997-06-25,51.41,,,,,
1997-06-26,50.88,,,,,
1997-06-27,51.25,,,,,
1997-06-30,51.16,,,,,
1997-07-01,52.03,,,,,
1997-07-02,52.31,,,,,
1997-07-03,52.59,,,,,
1997-07-07,51.75,,,,,
1997-07-08,51.97,,,,,
1997-07-09,50.59,,,,,
1997-07-10,50.25,,,,,
1997-07-11,50.75,,,,,
1997-07-14,50.31,,,,,
1997-07-15,50.28,,,,,
1997-07-16,49.25,,,,,
1997-07-17,53.38,,,,,
1997-07-18,53.19,,,,,
1997-07-21,52.31,,,,,
1997-07-22,53.09,,,,,
1997-07-23,52.34,,,,,
1997-07-24,51.88,,,,,
1997-07-25,51.5,,,,,
1997-07-28,50.31,,,,,
1997-07-29,51.38,,,,,
1997-07-30,52.0,,,,,
1997-07-31,51.94,,,,,
1997-08-01,51.25,,,,,
1997-08-04,51.56,,,,,
1997-08-05,51.5,,,,,
1997-08-06,51.0,,,,,
1997-08-07,49.88,,,,,
1997-08-08,49.41,,,,,
1997-08-11,47.63,,,,,
1997-08-12,46.81,,,,,
1997-08-13,46.31,,,,,
1997-08-14,46.66,,,,,
1997-08-15,45.44,,,,,
1997-08-18,46.63,,,,,
1997-08-19,47.38,,,,,
1997-08-20,47.88,,,,,
1997-08-21,47.38,,,,,
1997-08-22,47.19,,,,,
1997-08-25,46.75,,,,,
1997-08-26,45.81,,,,,
1997-08-27,46.44,,,,,
1997-08-28,46.0,,,,,
1997-08-29,45.91,,,,,
1997-09-02,47.84,,,,,
1997-09-03,47.97,,,,,
1997-09-04,47.66,,,,,
1997-09-05,47.75,,,,,
1997-09-08,46.81,,,,,
1997-09-09,47.22,,,,,
1997-09-10,46.22,,,,,
1997-09-11,46.19,,,,,
1997-09-12,46.41,,,,,
1997-09-15,46.84,,,,,
1997-09-16,48.34,,,,,
1997-09-17,49.0,,,,,
1997-09-18,48.63,,,,,
1997-09-19,49.31,,,,,
1997-09-22,51.44,,,,,
1997-09-23,51.94,,,,,
1997-09-24,50.63,,,,,
1997-09-25,49.56,,,,,
1997-09-26,50.06,,,,,
1997-09-29,50.78,,,,,
1997-09-30,49.97,,,,,
1997-10-01,50.19,,,,,
1997-10-02,50.66,,,,,
1997-10-03,50.44,,,,,
1997-10-06,50.56,,,,,
1997-10-07,51.22,,,,,
1997-10-08,51.13,,,,,
1997-10-09,50.06,,,,,
1997-10-10,49.56,,,,,
1997-10-13,49.97,,,,,
1997-10-14,50.75,,,,,
1997-10-15,51.13,,,,,
1997-10-16,48.81,,,,,
1997-10-17,47.38,,,,,
1997-10-20,47.34,,,,,
1997-10-21,48.56,,,,,
1997-10-22,48.63,,,,,
1997-10-23,47.25,,,,,
1997-10-24,46.69,,,,,
1997-10-27,42.5,,,,,
1997-10-28,43.94,,,,,
1997-10-29,44.34,,,,,
1997-10-30,43.75,,,,,
1997-10-31,44.63,,,,,
1997-11-03,45.25,,,,,
1997-11-04,44.09,,,,,
1997-11-05,43.94,,,,,
1997-11-06,44.38,,,,,
1997-11-07,44.38,,,,,
1997-11-10,44.25,,,,,
1997-11-11,44.31,,,,,
1997-11-12,43.47,,,,,
1997-11-13,43.97,,,,,
1997-11-14,45.16,,,,,
1997-11-17,45.69,,,,,
1997-11-18,45.31,,,,,
1997-11-19,46.41,,,,,
1997-11-20,46.28,,,,,
1997-11-21,47.28,,,,,
1997-11-24,46.25,,,,,
1997-11-25,46.97,,,,,
1997-11-26,47.06,,,,,
1997-11-28,47.41,,,,,
1997-12-01,47.66,,,,,
1997-12-02,47.56,,,,,
1997-12-03,49.0,,,,,
1997-12-04,52.31,,,,,
1997-12-05,52.25,,,,,
1997-12-08,52.38,,,,,
1997-12-09,52.53,,,,,
1997-12-10,52.44,,,,,
1997-12-11,52.31,,,,,
1997-12-12,52.38,,,,,
1997-12-15,52.75,,,,,
1997-12-16,53.34,,,,,
1997-12-17,53.66,,,,,
1997-12-18,52.56,,,,,
1997-12-19,51.31,,,,,
1997-12-22,52.97,,,,,
1997-12-23,52.22,,,,,
1997-12-24,50.63,,,,,
1997-12-26,51.75,,,,,
1997-12-29,52.38,,,,,
1997-12-30,53.34,,,,,
1997-12-31,53.0,,,,,
1998-01-02,53.81,,,,,
1998-01-05,54.13,,,,,
1998-01-06,53.38,,,,,
1998-01-07,52.56,,,,,
1998-01-08,53.09,,,,,
1998-01-09,51.44,,,,,
1998-01-12,53.09,,,,,
1998-01-13,53.13,,,,,
1998-01-14,54.94,,,,,
1998-01-15,54.34,,,,,
1998-01-16,54.88,,,,,
1998-01-20,57.75,,,,,
1998-01-21,57.0,,,,,
1998-01-22,56.31,,,,,
1998-01-23,56.47,,,,,
1998-01-26,57.0,,,,,
1998-01-27,57.25,,,,,
1998-01-28,58.81,,,,,
1998-01-29,58.94,,,,,
1998-01-30,58.69,,,,,
1998-02-02,58.88,,,,,
1998-02-03,58.13,,,,,
1998-02-04,57.5,,,,,
